county,precinct,office,district,party,candidate,votes,poll,abs
Jefferson,704 Port Townsend 4,Governor,,L,Steve LePage,6,4,2
Jefferson,705 Port Townsend 5,Governor,,L,Steve LePage,19,8,11
Jefferson,706 Port Townsend 6,Governor,,L,Steve LePage,17,10,7
Jefferson,707 Port Townsend 7,Governor,,L,Steve LePage,20,11,9
Jefferson,708 Port Townsend 8,Governor,,L,Steve LePage,16,7,9
Jefferson,709 Port Townsend 9,Governor,,L,Steve LePage,4,2,2
Jefferson,710 Port Townsend 10,Governor,,L,Steve LePage,13,5,8
Jefferson,711 Port Townsend 11,Governor,,L,Steve LePage,5,1,4
Jefferson,712 Port Townsend 12,Governor,,L,Steve LePage,11,6,5
Jefferson,,Governor,,L,Steve LePage,398,215,183
Jefferson,101 Gardiner 1,Governor,,,Write-ins,0,0,0
Jefferson,102 Port Discovery,Governor,,,Write-ins,0,0,0
Jefferson,103 Leland,Governor,,,Write-ins,0,0,0
Jefferson,104 Woodman 1,Governor,,,Write-ins,1,0,1
Jefferson,105 Woodman 2,Governor,,,Write-ins,1,0,1
Jefferson,106 Woodman 3,Governor,,,Write-ins,0,0,0
Jefferson,107 Woodman 4,Governor,,,Write-ins,0,0,0
Jefferson,108 Tarboo,Governor,,,Write-ins,0,0,
Jefferson,109 Crocker Lake,Governor,,,Write-ins,0,0,
Jefferson,200 Coyle 1,Governor,,,Write-ins,0,0,
Jefferson,201 Quilcene 1,Governor,,,Write-ins,0,0,0
Jefferson,202 Quilcene 2,Governor,,,Write-ins,0,0,0
Jefferson,203 Coyle 2,Governor,,,Write-ins,0,0,
Jefferson,204 Brinnon,Governor,,,Write-ins,0,0,0
Jefferson,206 Thorndyke,Governor,,,Write-ins,0,0,
Jefferson,301 Chimacum,Governor,,,Write-ins,1,1,0
Jefferson,302 Center,Governor,,,Write-ins,0,0,0
Jefferson,303 Hadlock,Governor,,,Write-ins,0,0,0
Jefferson,304 Kala Point,Governor,,,Write-ins,0,0,0
Jefferson,305 Irondale,Governor,,,Write-ins,0,0,0
Jefferson,306 Rhody,Governor,,,Write-ins,0,0,0
Jefferson,401 Nordland,Governor,,,Write-ins,1,0,1
Jefferson,501 Port Ludlow 1,Governor,,,Write-ins,1,0,1
Jefferson,502 Port Ludlow 2,Governor,,,Write-ins,0,0,0
Jefferson,503 Port Ludlow 3,Governor,,,Write-ins,0,0,0
Jefferson,504 Paradise bay,Governor,,,Write-ins,1,0,1
Jefferson,505 South Point,Governor,,,Write-ins,0,0,0
Jefferson,600 Upper Hoh,Governor,,,Write-ins,0,0,
Jefferson,601 Hoh,Governor,,,Write-ins,0,0,
Jefferson,602 Kalaloch,Governor,,,Write-ins,0,0,
Jefferson,603 Queets,Governor,,,Write-ins,0,0,
Jefferson,604 Clearwater,Governor,,,Write-ins,0,0,
Jefferson,701 Port Townsend 1,Governor,,,Write-ins,0,0,0
Jefferson,702 Port Townsend 2,Governor,,,Write-ins,1,0,1
Jefferson,703 Port Townsend 3,Governor,,,Write-ins,0,0,0
Jefferson,704 Port Townsend 4,Governor,,,Write-ins,1,1,0
Jefferson,705 Port Townsend 5,Governor,,,Write-ins,1,1,0
Jefferson,706 Port Townsend 6,Governor,,,Write-ins,0,0,0
Jefferson,707 Port Townsend 7,Governor,,,Write-ins,0,0,0
Jefferson,708 Port Townsend 8,Governor,,,Write-ins,0,0,0
Jefferson,709 Port Townsend 9,Governor,,,Write-ins,0,0,0
Jefferson,710 Port Townsend 10,Governor,,,Write-ins,0,0,0
Jefferson,711 Port Townsend 11,Governor,,,Write-ins,1,1,0
Jefferson,712 Port Townsend 12,Governor,,,Write-ins,1,1,0
Jefferson,,Governor,,,Write-ins,11,5,6
Jefferson,101 Gardiner 1,State Senate,24,D,Jim Hargrove,150,150,0
Jefferson,102 Port Discovery,State Senate,24,D,Jim Hargrove,86,86,0
Jefferson,103 Leland,State Senate,24,D,Jim Hargrove,65,65,0
Jefferson,104 Woodman 1,State Senate,24,D,Jim Hargrove,400,162,238
Jefferson,105 Woodman 2,State Senate,24,D,Jim Hargrove,335,162,173
Jefferson,106 Woodman 3,State Senate,24,D,Jim Hargrove,491,188,303
Jefferson,107 Woodman 4,State Senate,24,D,Jim Hargrove,176,63,113
Jefferson,108 Tarboo,State Senate,24,D,Jim Hargrove,7,7,
Jefferson,109 Crocker Lake,State Senate,24,D,Jim Hargrove,43,43,
Jefferson,200 Coyle 1,State Senate,24,D,Jim Hargrove,91,91,
Jefferson,201 Quilcene 1,State Senate,24,D,Jim Hargrove,210,80,130
Jefferson,202 Quilcene 2,State Senate,24,D,Jim Hargrove,202,98,104
Jefferson,203 Coyle 2,State Senate,24,D,Jim Hargrove,55,55,
Jefferson,204 Brinnon,State Senate,24,D,Jim Hargrove,553,135,418
Jefferson,206 Thorndyke,State Senate,24,D,Jim Hargrove,30,30,
Jefferson,301 Chimacum,State Senate,24,D,Jim Hargrove,481,207,274
Jefferson,302 Center,State Senate,24,D,Jim Hargrove,335,164,171
Jefferson,303 Hadlock,State Senate,24,D,Jim Hargrove,478,185,293
Jefferson,304 Kala Point,State Senate,24,D,Jim Hargrove,514,204,310
Jefferson,305 Irondale,State Senate,24,D,Jim Hargrove,312,120,192
Jefferson,306 Rhody,State Senate,24,D,Jim Hargrove,309,155,154
Jefferson,401 Nordland,State Senate,24,D,Jim Hargrove,435,179,256
Jefferson,501 Port Ludlow 1,State Senate,24,D,Jim Hargrove,571,189,382
Jefferson,502 Port Ludlow 2,State Senate,24,D,Jim Hargrove,301,90,211
Jefferson,503 Port Ludlow 3,State Senate,24,D,Jim Hargrove,419,101,318
Jefferson,504 Paradise bay,State Senate,24,D,Jim Hargrove,212,78,134
Jefferson,505 South Point,State Senate,24,D,Jim Hargrove,287,104,183
Jefferson,600 Upper Hoh,State Senate,24,D,Jim Hargrove,30,30,
Jefferson,601 Hoh,State Senate,24,D,Jim Hargrove,37,37,
Jefferson,602 Kalaloch,State Senate,24,D,Jim Hargrove,4,4,
Jefferson,603 Queets,State Senate,24,D,Jim Hargrove,42,42,
Jefferson,604 Clearwater,State Senate,24,D,Jim Hargrove,26,26,
Jefferson,701 Port Townsend 1,State Senate,24,D,Jim Hargrove,233,124,109
Jefferson,702 Port Townsend 2,State Senate,24,D,Jim Hargrove,290,119,171
Jefferson,703 Port Townsend 3,State Senate,24,D,Jim Hargrove,298,121,177
Jefferson,704 Port Townsend 4,State Senate,24,D,Jim Hargrove,229,93,136
Jefferson,705 Port Townsend 5,State Senate,24,D,Jim Hargrove,398,163,235
Jefferson,706 Port Townsend 6,State Senate,24,D,Jim Hargrove,317,145,172
Jefferson,707 Port Townsend 7,State Senate,24,D,Jim Hargrove,493,195,298
Jefferson,708 Port Townsend 8,State Senate,24,D,Jim Hargrove,436,179,257
Jefferson,709 Port Townsend 9,State Senate,24,D,Jim Hargrove,350,125,225
Jefferson,710 Port Townsend 10,State Senate,24,D,Jim Hargrove,259,138,121
Jefferson,711 Port Townsend 11,State Senate,24,D,Jim Hargrove,231,106,125
Jefferson,712 Port Townsend 12,State Senate,24,D,Jim Hargrove,391,182,209
Jefferson,,State Senate,24,D,Jim Hargrove,11612,5020,6592
Jefferson,101 Gardiner 1,State Senate,24,L,William Wolper,33,33,0
Jefferson,102 Port Discovery,State Senate,24,L,William Wolper,37,37,0
Jefferson,103 Leland,State Senate,24,L,William Wolper,18,18,0
Jefferson,104 Woodman 1,State Senate,24,L,William Wolper,88,44,44
Jefferson,105 Woodman 2,State Senate,24,L,William Wolper,74,39,35
Jefferson,106 Woodman 3,State Senate,24,L,William Wolper,95,35,60
Jefferson,107 Woodman 4,State Senate,24,L,William Wolper,29,15,14
Jefferson,108 Tarboo,State Senate,24,L,William Wolper,5,5,
Jefferson,109 Crocker Lake,State Senate,24,L,William Wolper,15,15,
Jefferson,200 Coyle 1,State Senate,24,L,William Wolper,12,12,
Jefferson,201 Quilcene 1,State Senate,24,L,William Wolper,53,24,29
Jefferson,202 Quilcene 2,State Senate,24,L,William Wolper,59,25,34
Jefferson,203 Coyle 2,State Senate,24,L,William Wolper,14,14,
Jefferson,204 Brinnon,State Senate,24,L,William Wolper,161,53,108
Jefferson,206 Thorndyke,State Senate,24,L,William Wolper,10,10,
Jefferson,301 Chimacum,State Senate,24,L,William Wolper,103,38,65
Jefferson,302 Center,State Senate,24,L,William Wolper,71,37,34
Jefferson,303 Hadlock,State Senate,24,L,William Wolper,110,47,63
Jefferson,304 Kala Point,State Senate,24,L,William Wolper,125,50,75
Jefferson,305 Irondale,State Senate,24,L,William Wolper,67,22,45
Jefferson,306 Rhody,State Senate,24,L,William Wolper,69,38,31
Jefferson,401 Nordland,State Senate,24,L,William Wolper,88,43,45
Jefferson,501 Port Ludlow 1,State Senate,24,L,William Wolper,157,38,119
Jefferson,502 Port Ludlow 2,State Senate,24,L,William Wolper,84,39,45
Jefferson,503 Port Ludlow 3,State Senate,24,L,William Wolper,131,37,94
Jefferson,504 Paradise bay,State Senate,24,L,William Wolper,51,20,31
Jefferson,505 South Point,State Senate,24,L,William Wolper,70,23,47
Jefferson,600 Upper Hoh,State Senate,24,L,William Wolper,9,9,
Jefferson,601 Hoh,State Senate,24,L,William Wolper,2,2,
Jefferson,602 Kalaloch,State Senate,24,L,William Wolper,4,4,
Jefferson,603 Queets,State Senate,24,L,William Wolper,2,2,
Jefferson,604 Clearwater,State Senate,24,L,William Wolper,7,7,
Jefferson,701 Port Townsend 1,State Senate,24,L,William Wolper,34,17,17
Jefferson,702 Port Townsend 2,State Senate,24,L,William Wolper,38,14,24
Jefferson,703 Port Townsend 3,State Senate,24,L,William Wolper,35,13,22
Jefferson,704 Port Townsend 4,State Senate,24,L,William Wolper,34,14,20
Jefferson,705 Port Townsend 5,State Senate,24,L,William Wolper,79,28,51
Jefferson,706 Port Townsend 6,State Senate,24,L,William Wolper,47,13,34
Jefferson,707 Port Townsend 7,State Senate,24,L,William Wolper,74,34,40
Jefferson,708 Port Townsend 8,State Senate,24,L,William Wolper,54,32,22
Jefferson,709 Port Townsend 9,State Senate,24,L,William Wolper,45,20,25
Jefferson,710 Port Townsend 10,State Senate,24,L,William Wolper,47,23,24
Jefferson,711 Port Townsend 11,State Senate,24,L,William Wolper,43,24,19
Jefferson,712 Port Townsend 12,State Senate,24,L,William Wolper,63,37,26
Jefferson,,State Senate,24,L,William Wolper,2446,1104,1342
Jefferson,101 Gardiner 1,State Senate,24,,Write-ins,1,1,0
Jefferson,102 Port Discovery,State Senate,24,,Write-ins,1,1,0
Jefferson,103 Leland,State Senate,24,,Write-ins,1,1,0
Jefferson,104 Woodman 1,State Senate,24,,Write-ins,2,2,0
Jefferson,105 Woodman 2,State Senate,24,,Write-ins,0,0,0
Jefferson,106 Woodman 3,State Senate,24,,Write-ins,2,0,2
Jefferson,107 Woodman 4,State Senate,24,,Write-ins,0,0,0
Jefferson,108 Tarboo,State Senate,24,,Write-ins,0,0,
Jefferson,109 Crocker Lake,State Senate,24,,Write-ins,0,0,
Jefferson,200 Coyle 1,State Senate,24,,Write-ins,0,0,
Jefferson,201 Quilcene 1,State Senate,24,,Write-ins,3,3,0
Jefferson,202 Quilcene 2,State Senate,24,,Write-ins,1,1,0
Jefferson,203 Coyle 2,State Senate,24,,Write-ins,1,1,
Jefferson,204 Brinnon,State Senate,24,,Write-ins,1,1,0
Jefferson,206 Thorndyke,State Senate,24,,Write-ins,0,0,
Jefferson,301 Chimacum,State Senate,24,,Write-ins,4,3,1
Jefferson,302 Center,State Senate,24,,Write-ins,1,1,0
Jefferson,303 Hadlock,State Senate,24,,Write-ins,3,0,3
Jefferson,304 Kala Point,State Senate,24,,Write-ins,1,0,1
Jefferson,305 Irondale,State Senate,24,,Write-ins,2,1,1
Jefferson,306 Rhody,State Senate,24,,Write-ins,0,0,0
Jefferson,401 Nordland,State Senate,24,,Write-ins,1,0,1
Jefferson,501 Port Ludlow 1,State Senate,24,,Write-ins,0,0,0
Jefferson,502 Port Ludlow 2,State Senate,24,,Write-ins,2,1,1
Jefferson,503 Port Ludlow 3,State Senate,24,,Write-ins,0,0,0
Jefferson,504 Paradise bay,State Senate,24,,Write-ins,2,2,0
Jefferson,505 South Point,State Senate,24,,Write-ins,3,1,2
Jefferson,600 Upper Hoh,State Senate,24,,Write-ins,0,0,
Jefferson,601 Hoh,State Senate,24,,Write-ins,0,0,
Jefferson,602 Kalaloch,State Senate,24,,Write-ins,0,0,
Jefferson,603 Queets,State Senate,24,,Write-ins,0,0,
Jefferson,604 Clearwater,State Senate,24,,Write-ins,1,1,
Jefferson,701 Port Townsend 1,State Senate,24,,Write-ins,2,2,0
Jefferson,702 Port Townsend 2,State Senate,24,,Write-ins,0,0,0
Jefferson,703 Port Townsend 3,State Senate,24,,Write-ins,2,1,1
Jefferson,704 Port Townsend 4,State Senate,24,,Write-ins,1,1,0
Jefferson,705 Port Townsend 5,State Senate,24,,Write-ins,4,2,2
Jefferson,706 Port Townsend 6,State Senate,24,,Write-ins,1,0,1
Jefferson,707 Port Townsend 7,State Senate,24,,Write-ins,1,0,1
Jefferson,708 Port Townsend 8,State Senate,24,,Write-ins,3,2,1
Jefferson,709 Port Townsend 9,State Senate,24,,Write-ins,3,1,2
Jefferson,710 Port Townsend 10,State Senate,24,,Write-ins,1,1,0
Jefferson,711 Port Townsend 11,State Senate,24,,Write-ins,0,0,0
Jefferson,712 Port Townsend 12,State Senate,24,,Write-ins,3,2,1
Jefferson,,State Senate,24,,Write-ins,54,33,21
Jefferson,101 Gardiner 1,State House,24 -- 1,D,Pat Slaten,90,90,0
Jefferson,102 Port Discovery,State House,24 -- 1,D,Pat Slaten,45,45,0
Jefferson,103 Leland,State House,24 -- 1,D,Pat Slaten,47,47,0
Jefferson,104 Woodman 1,State House,24 -- 1,D,Pat Slaten,264,119,145
Jefferson,105 Woodman 2,State House,24 -- 1,D,Pat Slaten,232,124,108
Jefferson,106 Woodman 3,State House,24 -- 1,D,Pat Slaten,309,116,193
Jefferson,107 Woodman 4,State House,24 -- 1,D,Pat Slaten,103,41,62
Jefferson,108 Tarboo,State House,24 -- 1,D,Pat Slaten,4,4,
Jefferson,109 Crocker Lake,State House,24 -- 1,D,Pat Slaten,23,23,
Jefferson,200 Coyle 1,State House,24 -- 1,D,Pat Slaten,59,59,
Jefferson,201 Quilcene 1,State House,24 -- 1,D,Pat Slaten,101,36,65
Jefferson,202 Quilcene 2,State House,24 -- 1,D,Pat Slaten,87,43,44
Jefferson,203 Coyle 2,State House,24 -- 1,D,Pat Slaten,45,45,
Jefferson,204 Brinnon,State House,24 -- 1,D,Pat Slaten,296,78,218
Jefferson,206 Thorndyke,State House,24 -- 1,D,Pat Slaten,19,19,
Jefferson,301 Chimacum,State House,24 -- 1,D,Pat Slaten,248,105,143
Jefferson,302 Center,State House,24 -- 1,D,Pat Slaten,200,108,92
Jefferson,303 Hadlock,State House,24 -- 1,D,Pat Slaten,273,117,156
Jefferson,304 Kala Point,State House,24 -- 1,D,Pat Slaten,253,120,133
Jefferson,305 Irondale,State House,24 -- 1,D,Pat Slaten,182,71,111
Jefferson,306 Rhody,State House,24 -- 1,D,Pat Slaten,171,86,85
Jefferson,401 Nordland,State House,24 -- 1,D,Pat Slaten,235,102,133
Jefferson,501 Port Ludlow 1,State House,24 -- 1,D,Pat Slaten,240,82,158
Jefferson,502 Port Ludlow 2,State House,24 -- 1,D,Pat Slaten,170,54,116
Jefferson,503 Port Ludlow 3,State House,24 -- 1,D,Pat Slaten,152,38,114
Jefferson,504 Paradise bay,State House,24 -- 1,D,Pat Slaten,115,42,73
Jefferson,505 South Point,State House,24 -- 1,D,Pat Slaten,141,53,88
Jefferson,600 Upper Hoh,State House,24 -- 1,D,Pat Slaten,12,12,
Jefferson,601 Hoh,State House,24 -- 1,D,Pat Slaten,17,17,
Jefferson,602 Kalaloch,State House,24 -- 1,D,Pat Slaten,3,3,
Jefferson,603 Queets,State House,24 -- 1,D,Pat Slaten,22,22,
Jefferson,604 Clearwater,State House,24 -- 1,D,Pat Slaten,7,7,
Jefferson,701 Port Townsend 1,State House,24 -- 1,D,Pat Slaten,178,98,80
Jefferson,702 Port Townsend 2,State House,24 -- 1,D,Pat Slaten,216,101,115
Jefferson,703 Port Townsend 3,State House,24 -- 1,D,Pat Slaten,225,93,132
Jefferson,704 Port Townsend 4,State House,24 -- 1,D,Pat Slaten,199,87,112
Jefferson,705 Port Townsend 5,State House,24 -- 1,D,Pat Slaten,272,111,161
Jefferson,706 Port Townsend 6,State House,24 -- 1,D,Pat Slaten,243,116,127
Jefferson,707 Port Townsend 7,State House,24 -- 1,D,Pat Slaten,342,135,207
Jefferson,708 Port Townsend 8,State House,24 -- 1,D,Pat Slaten,322,138,184
Jefferson,709 Port Townsend 9,State House,24 -- 1,D,Pat Slaten,255,112,143
Jefferson,710 Port Townsend 10,State House,24 -- 1,D,Pat Slaten,158,90,68
Jefferson,711 Port Townsend 11,State House,24 -- 1,D,Pat Slaten,126,62,64
Jefferson,712 Port Townsend 12,State House,24 -- 1,D,Pat Slaten,267,130,137
Jefferson,,State House,24 -- 1,D,Pat Slaten,6968,3201,3767
Jefferson,101 Gardiner 1,State House,24 -- 1,R,Jim Buck,106,106,0
Jefferson,102 Port Discovery,State House,24 -- 1,R,Jim Buck,89,89,0
Jefferson,103 Leland,State House,24 -- 1,R,Jim Buck,37,37,0
Jefferson,104 Woodman 1,State House,24 -- 1,R,Jim Buck,247,96,151
Jefferson,105 Woodman 2,State House,24 -- 1,R,Jim Buck,188,82,106
Jefferson,106 Woodman 3,State House,24 -- 1,R,Jim Buck,307,116,191
Jefferson,107 Woodman 4,State House,24 -- 1,R,Jim Buck,112,40,72
Jefferson,108 Tarboo,State House,24 -- 1,R,Jim Buck,8,8,
Jefferson,109 Crocker Lake,State House,24 -- 1,R,Jim Buck,36,36,
Jefferson,200 Coyle 1,State House,24 -- 1,R,Jim Buck,50,50,
Jefferson,201 Quilcene 1,State House,24 -- 1,R,Jim Buck,179,78,101
Jefferson,202 Quilcene 2,State House,24 -- 1,R,Jim Buck,181,83,98
Jefferson,203 Coyle 2,State House,24 -- 1,R,Jim Buck,24,24,
Jefferson,204 Brinnon,State House,24 -- 1,R,Jim Buck,464,124,340
Jefferson,206 Thorndyke,State House,24 -- 1,R,Jim Buck,22,22,
Jefferson,301 Chimacum,State House,24 -- 1,R,Jim Buck,372,154,218
Jefferson,302 Center,State House,24 -- 1,R,Jim Buck,225,100,125
Jefferson,303 Hadlock,State House,24 -- 1,R,Jim Buck,330,117,213
Jefferson,304 Kala Point,State House,24 -- 1,R,Jim Buck,429,146,283
Jefferson,305 Irondale,State House,24 -- 1,R,Jim Buck,209,75,134
Jefferson,306 Rhody,State House,24 -- 1,R,Jim Buck,222,118,104
Jefferson,401 Nordland,State House,24 -- 1,R,Jim Buck,314,128,186
Jefferson,501 Port Ludlow 1,State House,24 -- 1,R,Jim Buck,569,167,402
Jefferson,502 Port Ludlow 2,State House,24 -- 1,R,Jim Buck,237,82,155
Jefferson,503 Port Ludlow 3,State House,24 -- 1,R,Jim Buck,472,115,357
Jefferson,504 Paradise bay,State House,24 -- 1,R,Jim Buck,162,64,98
Jefferson,505 South Point,State House,24 -- 1,R,Jim Buck,237,84,153
Jefferson,600 Upper Hoh,State House,24 -- 1,R,Jim Buck,29,29,
Jefferson,601 Hoh,State House,24 -- 1,R,Jim Buck,23,23,
Jefferson,602 Kalaloch,State House,24 -- 1,R,Jim Buck,5,5,
Jefferson,603 Queets,State House,24 -- 1,R,Jim Buck,22,22,
Jefferson,604 Clearwater,State House,24 -- 1,R,Jim Buck,28,28,
Jefferson,701 Port Townsend 1,State House,24 -- 1,R,Jim Buck,111,53,58
Jefferson,702 Port Townsend 2,State House,24 -- 1,R,Jim Buck,130,32,98
Jefferson,703 Port Townsend 3,State House,24 -- 1,R,Jim Buck,116,43,73
Jefferson,704 Port Townsend 4,State House,24 -- 1,R,Jim Buck,67,19,48
Jefferson,705 Port Townsend 5,State House,24 -- 1,R,Jim Buck,222,81,141
Jefferson,706 Port Townsend 6,State House,24 -- 1,R,Jim Buck,121,43,78
Jefferson,707 Port Townsend 7,State House,24 -- 1,R,Jim Buck,233,96,137
Jefferson,708 Port Townsend 8,State House,24 -- 1,R,Jim Buck,186,78,108
Jefferson,709 Port Townsend 9,State House,24 -- 1,R,Jim Buck,147,35,112
Jefferson,710 Port Townsend 10,State House,24 -- 1,R,Jim Buck,156,76,80
Jefferson,711 Port Townsend 11,State House,24 -- 1,R,Jim Buck,157,75,82
Jefferson,712 Port Townsend 12,State House,24 -- 1,R,Jim Buck,211,103,108
Jefferson,,State House,24 -- 1,R,Jim Buck,7792,3182,4610
Jefferson,101 Gardiner 1,State House,24 -- 2,D,Lynn Kessler,127,127,0
Jefferson,102 Port Discovery,State House,24 -- 2,D,Lynn Kessler,74,74,0
Jefferson,103 Leland,State House,24 -- 2,D,Lynn Kessler,61,61,0
Jefferson,104 Woodman 1,State House,24 -- 2,D,Lynn Kessler,346,147,199
Jefferson,105 Woodman 2,State House,24 -- 2,D,Lynn Kessler,318,155,163
Jefferson,106 Woodman 3,State House,24 -- 2,D,Lynn Kessler,451,171,280
Jefferson,107 Woodman 4,State House,24 -- 2,D,Lynn Kessler,157,52,105
Jefferson,108 Tarboo,State House,24 -- 2,D,Lynn Kessler,5,5,
Jefferson,109 Crocker Lake,State House,24 -- 2,D,Lynn Kessler,31,31,
Jefferson,200 Coyle 1,State House,24 -- 2,D,Lynn Kessler,79,79,
Jefferson,201 Quilcene 1,State House,24 -- 2,D,Lynn Kessler,180,65,115
Jefferson,202 Quilcene 2,State House,24 -- 2,D,Lynn Kessler,153,72,81
Jefferson,203 Coyle 2,State House,24 -- 2,D,Lynn Kessler,56,56,
Jefferson,204 Brinnon,State House,24 -- 2,D,Lynn Kessler,466,119,347
Jefferson,206 Thorndyke,State House,24 -- 2,D,Lynn Kessler,23,23,
Jefferson,301 Chimacum,State House,24 -- 2,D,Lynn Kessler,407,164,243
Jefferson,302 Center,State House,24 -- 2,D,Lynn Kessler,289,145,144
Jefferson,303 Hadlock,State House,24 -- 2,D,Lynn Kessler,409,176,233
Jefferson,304 Kala Point,State House,24 -- 2,D,Lynn Kessler,411,177,234
Jefferson,305 Irondale,State House,24 -- 2,D,Lynn Kessler,272,102,170
Jefferson,306 Rhody,State House,24 -- 2,D,Lynn Kessler,280,148,132
Jefferson,401 Nordland,State House,24 -- 2,D,Lynn Kessler,390,163,227
Jefferson,501 Port Ludlow 1,State House,24 -- 2,D,Lynn Kessler,425,148,277
Jefferson,502 Port Ludlow 2,State House,24 -- 2,D,Lynn Kessler,266,86,180
Jefferson,503 Port Ludlow 3,State House,24 -- 2,D,Lynn Kessler,312,72,240
Jefferson,504 Paradise bay,State House,24 -- 2,D,Lynn Kessler,166,57,109
Jefferson,505 South Point,State House,24 -- 2,D,Lynn Kessler,219,79,140
Jefferson,600 Upper Hoh,State House,24 -- 2,D,Lynn Kessler,22,22,
Jefferson,601 Hoh,State House,24 -- 2,D,Lynn Kessler,32,32,
Jefferson,602 Kalaloch,State House,24 -- 2,D,Lynn Kessler,4,4,
Jefferson,603 Queets,State House,24 -- 2,D,Lynn Kessler,41,41,
Jefferson,604 Clearwater,State House,24 -- 2,D,Lynn Kessler,22,22,
Jefferson,701 Port Townsend 1,State House,24 -- 2,D,Lynn Kessler,223,122,101
Jefferson,702 Port Townsend 2,State House,24 -- 2,D,Lynn Kessler,279,116,163
Jefferson,703 Port Townsend 3,State House,24 -- 2,D,Lynn Kessler,305,127,178
Jefferson,704 Port Townsend 4,State House,24 -- 2,D,Lynn Kessler,244,103,141
Jefferson,705 Port Townsend 5,State House,24 -- 2,D,Lynn Kessler,379,151,228
Jefferson,706 Port Townsend 6,State House,24 -- 2,D,Lynn Kessler,330,149,181
Jefferson,707 Port Townsend 7,State House,24 -- 2,D,Lynn Kessler,466,190,276
Jefferson,708 Port Townsend 8,State House,24 -- 2,D,Lynn Kessler,421,173,248
Jefferson,709 Port Townsend 9,State House,24 -- 2,D,Lynn Kessler,335,135,200
Jefferson,710 Port Townsend 10,State House,24 -- 2,D,Lynn Kessler,241,124,117
Jefferson,711 Port Townsend 11,State House,24 -- 2,D,Lynn Kessler,198,92,106
Jefferson,712 Port Townsend 12,State House,24 -- 2,D,Lynn Kessler,379,177,202
Jefferson,,State House,24 -- 2,D,Lynn Kessler,10294,4534,5760
Jefferson,101 Gardiner 1,State House,24 -- 2,R,Teri Schwiethale,71,71,0
Jefferson,102 Port Discovery,State House,24 -- 2,R,Teri Schwiethale,57,57,0
Jefferson,103 Leland,State House,24 -- 2,R,Teri Schwiethale,24,24,0
Jefferson,104 Woodman 1,State House,24 -- 2,R,Teri Schwiethale,171,72,99
Jefferson,105 Woodman 2,State House,24 -- 2,R,Teri Schwiethale,111,53,58
Jefferson,106 Woodman 3,State House,24 -- 2,R,Teri Schwiethale,168,69,99
Jefferson,107 Woodman 4,State House,24 -- 2,R,Teri Schwiethale,61,30,31
Jefferson,108 Tarboo,State House,24 -- 2,R,Teri Schwiethale,8,8,
Jefferson,109 Crocker Lake,State House,24 -- 2,R,Teri Schwiethale,28,28,
Jefferson,200 Coyle 1,State House,24 -- 2,R,Teri Schwiethale,29,29,
Jefferson,201 Quilcene 1,State House,24 -- 2,R,Teri Schwiethale,107,50,57
Jefferson,202 Quilcene 2,State House,24 -- 2,R,Teri Schwiethale,110,51,59
Jefferson,203 Coyle 2,State House,24 -- 2,R,Teri Schwiethale,14,14,
Jefferson,204 Brinnon,State House,24 -- 2,R,Teri Schwiethale,273,76,197
Jefferson,206 Thorndyke,State House,24 -- 2,R,Teri Schwiethale,18,18,
Jefferson,301 Chimacum,State House,24 -- 2,R,Teri Schwiethale,207,91,116
Jefferson,302 Center,State House,24 -- 2,R,Teri Schwiethale,131,58,73
Jefferson,303 Hadlock,State House,24 -- 2,R,Teri Schwiethale,198,64,134
Jefferson,304 Kala Point,State House,24 -- 2,R,Teri Schwiethale,270,87,183
Jefferson,305 Irondale,State House,24 -- 2,R,Teri Schwiethale,118,44,74
Jefferson,306 Rhody,State House,24 -- 2,R,Teri Schwiethale,109,52,57
Jefferson,401 Nordland,State House,24 -- 2,R,Teri Schwiethale,169,75,94
Jefferson,501 Port Ludlow 1,State House,24 -- 2,R,Teri Schwiethale,382,101,281
Jefferson,502 Port Ludlow 2,State House,24 -- 2,R,Teri Schwiethale,147,53,94
Jefferson,503 Port Ludlow 3,State House,24 -- 2,R,Teri Schwiethale,311,80,231
Jefferson,504 Paradise bay,State House,24 -- 2,R,Teri Schwiethale,104,45,59
Jefferson,505 South Point,State House,24 -- 2,R,Teri Schwiethale,157,54,103
Jefferson,600 Upper Hoh,State House,24 -- 2,R,Teri Schwiethale,17,17,
Jefferson,601 Hoh,State House,24 -- 2,R,Teri Schwiethale,6,6,
Jefferson,602 Kalaloch,State House,24 -- 2,R,Teri Schwiethale,4,4,
Jefferson,603 Queets,State House,24 -- 2,R,Teri Schwiethale,3,3,
Jefferson,604 Clearwater,State House,24 -- 2,R,Teri Schwiethale,10,10,
Jefferson,701 Port Townsend 1,State House,24 -- 2,R,Teri Schwiethale,64,28,36
Jefferson,702 Port Townsend 2,State House,24 -- 2,R,Teri Schwiethale,71,19,52
Jefferson,703 Port Townsend 3,State House,24 -- 2,R,Teri Schwiethale,44,13,31
Jefferson,704 Port Townsend 4,State House,24 -- 2,R,Teri Schwiethale,34,11,23
Jefferson,705 Port Townsend 5,State House,24 -- 2,R,Teri Schwiethale,128,43,85
Jefferson,706 Port Townsend 6,State House,24 -- 2,R,Teri Schwiethale,48,15,33
Jefferson,707 Port Townsend 7,State House,24 -- 2,R,Teri Schwiethale,124,49,75
